feedback,satisfaction,improvement_score,User ID,Timestamp,Category,Feedback Sentiment,Customer Type,Response Time (hrs),Resolved Status,Resolution Time (days),Feedback Length,Engagement Score
Too spicy for me.,5,3,U00911,2024-05-09 07:57:59.222430,Food,Negative,Returning User,29,Yes,9.0,17,2.57
Delicious and well-seasoned.,5,5,U00912,2024-05-03 07:57:59.222432,Electronics,Neutral,Returning User,18,Yes,20.0,28,3.78
Great value for money.,3,5,U00913,2024-10-17 07:57:59.222434,Clothing,Neutral,New User,31,Yes,15.0,22,8.74
Needs improvement in texture.,2,5,U00914,2024-04-13 07:57:59.222436,Electronics,Positive,VIP User,28,No,,29,9.2
Delicious and well-seasoned.,5,5,U00915,2025-01-10 07:57:59.222438,Service,Neutral,New User,64,Yes,1.0,28,2.58
Too spicy for me.,5,3,U00916,2024-06-18 07:57:59.222439,Software,Positive,Returning User,37,Yes,27.0,17,9.75
Delicious and well-seasoned.,5,5,U00917,2024-12-18 07:57:59.222442,Software,Negative,VIP User,57,Yes,24.0,28,9.82
Great value for money.,3,5,U00918,2024-08-21 07:57:59.222443,Clothing,Positive,New User,9,Yes,30.0,22,2.86
Too salty for my preference.,1,5,U00919,2024-03-24 07:57:59.222445,Clothing,Neutral,New User,11,Yes,26.0,28,5.55
Great value for money.,3,5,U00920,2024-07-26 07:57:59.222447,Software,Positive,Returning User,14,No,,22,4.09
Great value for money.,3,5,U00921,2024-05-16 07:57:59.222449,Service,Neutral,VIP User,61,No,,22,7.33
"Amazing experience, will buy again.",2,5,U00922,2025-02-07 07:57:59.222452,Software,Negative,New User,64,No,,35,6.85
Could be less oily.,5,5,U00923,2024-08-21 07:57:59.222453,Service,Neutral,New User,71,Yes,14.0,19,2.59
Needs improvement in texture.,2,5,U00924,2024-10-12 07:57:59.222455,Food,Negative,Returning User,9,Yes,13.0,29,1.09
Portion size could be larger.,4,4,U00925,2025-01-03 07:57:59.222457,Electronics,Neutral,Returning User,49,Yes,10.0,29,7.79
Lacked freshness.,4,4,U00926,2024-08-19 07:57:59.222459,Service,Negative,Returning User,25,No,,17,2.08
"Mild flavors, could be stronger.",5,1,U00927,2024-05-29 07:57:59.222461,Software,Positive,VIP User,37,No,,32,1.97
"Great taste, loved it!",4,1,U00928,2025-01-16 07:57:59.222463,Electronics,Neutral,Returning User,34,Yes,27.0,22,5.83
Could be less oily.,5,5,U00929,2024-06-26 07:57:59.222465,Electronics,Negative,Returning User,67,Yes,21.0,19,9.32
"Great taste, loved it!",4,1,U00930,2025-03-21 07:57:59.222467,Clothing,Positive,VIP User,24,No,,22,6.54
"Amazing experience, will buy again.",2,5,U00931,2024-12-04 07:57:59.222469,Clothing,Negative,New User,53,No,,35,1.48
Needs improvement in texture.,2,5,U00932,2024-05-05 07:57:59.222471,Service,Neutral,Returning User,6,Yes,11.0,29,9.52
"Not as expected, needs improvement.",2,3,U00933,2024-04-08 07:57:59.222473,Electronics,Neutral,Returning User,40,No,,35,6.12
Great value for money.,3,5,U00934,2024-09-07 07:57:59.222475,Software,Positive,Returning User,3,Yes,9.0,22,8.15
"Not as expected, needs improvement.",2,3,U00935,2024-05-07 07:57:59.222477,Software,Neutral,VIP User,15,Yes,13.0,35,1.92
"Not as expected, needs improvement.",2,3,U00936,2024-11-13 07:57:59.222479,Electronics,Negative,VIP User,36,Yes,16.0,35,9.67
Would recommend to friends!,3,3,U00937,2025-02-07 07:57:59.222480,Clothing,Positive,Returning User,33,No,,27,9.55
Perfect balance of flavors.,3,3,U00938,2024-11-07 07:57:59.222482,Service,Negative,Returning User,68,Yes,15.0,27,6.5
"Not as expected, needs improvement.",2,3,U00939,2024-11-18 07:57:59.222484,Service,Neutral,VIP User,17,Yes,3.0,35,4.55
Lacked freshness.,4,4,U00940,2025-02-01 07:57:59.222486,Food,Positive,VIP User,60,No,,17,2.15
Too salty for my preference.,1,5,U00941,2024-09-21 07:57:59.222488,Electronics,Neutral,New User,12,Yes,9.0,28,7.9
Perfect balance of flavors.,3,3,U00942,2024-06-14 07:57:59.222490,Electronics,Neutral,VIP User,58,No,,27,3.37
"Amazing experience, will buy again.",2,5,U00943,2025-03-10 07:57:59.222492,Clothing,Negative,VIP User,47,No,,35,3.29
"Mild flavors, could be stronger.",5,1,U00944,2024-07-15 07:57:59.222494,Food,Positive,VIP User,70,Yes,25.0,32,9.59
Could be less oily.,5,5,U00945,2024-09-06 07:57:59.222496,Service,Positive,New User,56,No,,19,2.59
Too salty for my preference.,1,5,U00946,2025-02-28 07:57:59.222497,Electronics,Positive,VIP User,8,No,,28,3.2
Delicious and well-seasoned.,5,5,U00947,2024-10-01 07:57:59.222499,Electronics,Negative,VIP User,17,No,,28,8.77
Too spicy for me.,5,3,U00948,2024-07-17 07:57:59.222501,Clothing,Positive,Returning User,66,No,,17,2.5
Would recommend to friends!,3,3,U00949,2024-10-17 07:57:59.222503,Service,Positive,VIP User,18,Yes,21.0,27,7.53
Too salty for my preference.,1,5,U00950,2024-03-31 07:57:59.222505,Food,Negative,New User,4,Yes,13.0,28,9.0
Portion size could be larger.,4,4,U00951,2024-11-17 07:57:59.222507,Service,Positive,VIP User,62,No,,29,1.43
"Not as expected, needs improvement.",2,3,U00952,2025-02-18 07:57:59.222509,Clothing,Neutral,New User,58,Yes,6.0,35,3.3
"Amazing experience, will buy again.",2,5,U00953,2025-02-02 07:57:59.222511,Food,Neutral,Returning User,28,Yes,2.0,35,2.94
"Very satisfying, good quality.",4,4,U00954,2024-06-12 07:57:59.222513,Service,Neutral,VIP User,8,No,,30,9.94
Too spicy for me.,5,3,U00955,2024-10-19 07:57:59.222515,Food,Positive,New User,29,Yes,3.0,17,3.12
"Great taste, loved it!",4,1,U00956,2024-05-17 07:57:59.222516,Service,Positive,Returning User,48,No,,22,4.84
Lacked freshness.,4,4,U00957,2024-10-10 07:57:59.222520,Food,Neutral,New User,35,No,,17,8.76
"Great taste, loved it!",4,1,U00958,2024-11-14 07:57:59.222521,Service,Positive,VIP User,66,Yes,1.0,22,3.29
Too salty for my preference.,1,5,U00959,2024-03-27 07:57:59.222523,Service,Positive,VIP User,61,Yes,16.0,28,4.2
"Mild flavors, could be stronger.",5,1,U00960,2025-01-27 07:57:59.222525,Food,Positive,VIP User,67,No,,32,9.25
"Great taste, loved it!",4,1,U00961,2025-01-30 07:57:59.222527,Food,Neutral,Returning User,19,No,,22,4.23
Portion size could be larger.,4,4,U00962,2024-11-18 07:57:59.222529,Food,Positive,VIP User,2,No,,29,4.77
"Amazing experience, will buy again.",2,5,U00963,2024-04-23 07:57:59.222531,Electronics,Neutral,New User,69,No,,35,9.72
Delicious and well-seasoned.,5,5,U00964,2024-09-18 07:57:59.222533,Clothing,Positive,New User,5,No,,28,7.41
"Mild flavors, could be stronger.",5,1,U00965,2025-01-04 07:57:59.222535,Food,Positive,Returning User,4,No,,32,2.14
Could be less oily.,5,5,U00966,2024-06-05 07:57:59.222537,Service,Positive,Returning User,5,Yes,10.0,19,4.69
Lacked freshness.,4,4,U00967,2024-10-09 07:57:59.222539,Software,Neutral,Returning User,14,No,,17,7.04
Portion size could be larger.,4,4,U00968,2024-08-14 07:57:59.222540,Service,Neutral,VIP User,69,Yes,2.0,29,3.83
Portion size could be larger.,4,4,U00969,2025-01-15 07:57:59.222542,Food,Positive,Returning User,50,Yes,21.0,29,8.29
"Great taste, loved it!",4,1,U00970,2025-03-11 07:57:59.222544,Service,Negative,New User,49,Yes,27.0,22,6.67
"Not as expected, needs improvement.",2,3,U00971,2024-11-17 07:57:59.222546,Electronics,Negative,Returning User,63,Yes,10.0,35,7.48
"Great taste, loved it!",4,1,U00972,2024-11-04 07:57:59.222548,Clothing,Neutral,VIP User,45,No,,22,4.69
Too salty for my preference.,1,5,U00973,2024-12-11 07:57:59.222550,Electronics,Positive,VIP User,9,Yes,24.0,28,7.55
Could be less oily.,5,5,U00974,2025-01-06 07:57:59.222554,Software,Negative,New User,12,Yes,16.0,19,7.94
Perfect balance of flavors.,3,3,U00975,2024-12-05 07:57:59.222556,Food,Neutral,VIP User,13,No,,27,9.6
"Mild flavors, could be stronger.",5,1,U00976,2025-03-15 07:57:59.222558,Electronics,Neutral,Returning User,30,Yes,27.0,32,6.59
"Great taste, loved it!",4,1,U00977,2025-01-15 07:57:59.222560,Clothing,Negative,New User,47,Yes,21.0,22,7.96
"Amazing experience, will buy again.",2,5,U00978,2025-01-16 07:57:59.222562,Service,Negative,New User,36,Yes,17.0,35,8.61
"Very satisfying, good quality.",4,4,U00979,2025-02-21 07:57:59.222566,Service,Negative,VIP User,46,No,,30,7.62
Lacked freshness.,4,4,U00980,2024-04-22 07:57:59.222569,Service,Neutral,VIP User,15,No,,17,8.3
Great value for money.,3,5,U00981,2025-01-26 07:57:59.222573,Electronics,Neutral,VIP User,43,Yes,12.0,22,4.14
"Great taste, loved it!",4,1,U00982,2024-10-27 07:57:59.222576,Software,Positive,New User,71,No,,22,6.85
"Amazing experience, will buy again.",2,5,U00983,2025-02-12 07:57:59.222579,Service,Neutral,VIP User,8,No,,35,9.21
"Mild flavors, could be stronger.",5,1,U00984,2024-05-01 07:57:59.222583,Electronics,Neutral,New User,60,No,,32,6.96
"Amazing experience, will buy again.",2,5,U00985,2024-09-04 07:57:59.222586,Clothing,Neutral,New User,3,No,,35,5.2
Lacked freshness.,4,4,U00986,2024-05-24 07:57:59.222589,Clothing,Negative,VIP User,54,No,,17,9.38
Perfect balance of flavors.,3,3,U00987,2024-04-19 07:57:59.222593,Electronics,Negative,Returning User,27,Yes,1.0,27,4.13
"Amazing experience, will buy again.",2,5,U00988,2024-03-24 07:57:59.222597,Food,Negative,VIP User,55,Yes,21.0,35,9.08
"Very satisfying, good quality.",4,4,U00989,2025-01-28 07:57:59.222600,Electronics,Positive,VIP User,28,No,,30,2.25
"Amazing experience, will buy again.",2,5,U00990,2024-05-27 07:57:59.222602,Clothing,Negative,New User,56,No,,35,6.05
"Amazing experience, will buy again.",2,5,U00991,2024-12-22 07:57:59.222604,Clothing,Positive,VIP User,60,Yes,8.0,35,9.6
"Amazing experience, will buy again.",2,5,U00992,2024-04-05 07:57:59.222606,Clothing,Negative,Returning User,38,Yes,17.0,35,4.31
Delicious and well-seasoned.,5,5,U00993,2024-04-18 07:57:59.222608,Software,Negative,VIP User,56,No,,28,8.26
Delicious and well-seasoned.,5,5,U00994,2024-07-04 07:57:59.222610,Software,Neutral,VIP User,11,Yes,5.0,28,8.97
Perfect balance of flavors.,3,3,U00995,2024-11-14 07:57:59.222611,Food,Neutral,New User,11,Yes,17.0,27,6.49
"Great taste, loved it!",4,1,U00996,2024-06-04 07:57:59.222613,Food,Neutral,VIP User,61,No,,22,3.08
"Amazing experience, will buy again.",2,5,U00997,2025-03-13 07:57:59.222615,Software,Negative,VIP User,58,No,,35,6.32
Would recommend to friends!,3,3,U00998,2024-08-24 07:57:59.222617,Software,Negative,New User,29,Yes,6.0,27,5.55
Could be less oily.,5,5,U00999,2024-07-24 07:57:59.222619,Service,Positive,Returning User,49,No,,19,2.48
Would recommend to friends!,3,3,U01000,2024-07-10 07:57:59.222621,Food,Neutral,New User,40,No,,27,3.35
